date,person,miles
2023-07-28,William Taylor,7.8
2023-09-19,Matthew Allen,8.6
2024-09-05,Karen Young,6.5
2024-01-29,Mark Martinez,3.2
2023-08-20,Christopher Lopez,3.3
2023-03-13,Michael Thomas,16.7
2023-10-21,Betty Rodriguez,20.0
2024-08-07,David Johnson,10.1
2024-05-20,Betty Martin,4.6
2023-09-05,Matthew Rodriguez,1.6
2023-09-11,Ashley Ramirez,1.3
2024-08-26,Chris Hernandez,4.1
2024-06-20,Karen Williams,5.5
2023-08-13,Mike Williams,3.8
2024-10-15,Linda Rodriguez,5.7
2023-04-04,Maria Williams,4.6
2024-05-22,Ashley Ramirez,2.0
2024-02-29,Kevin Wilson,9.0
2024-11-10,Mike Wright,4.3
2023-11-22,Stephanie Hill,12.8
2024-05-07,Paul Smith,7.6
2023-04-15,Elizabeth Sanchez,8.2
2024-11-02,Michael Smith,5.7
2024-05-27,Betty Smith,1.0
2024-07-24,Sarah Wright,6.8
2023-05-21,Betty Rodriguez,12.8
2023-04-17,Kevin White,8.8
2023-11-07,Matthew Robinson,9.8
2023-07-15,Stephanie Hill,16.6
2024-06-14,Elizabeth Wright,6.7
2024-05-14,Robert Ramirez,7.1
2024-05-02,Karen Flores,0.8
2024-06-01,Robert Thompson,6.0
2024-10-12,Stephanie Thompson,4.3
2023-09-28,Chris Hernandez,2.7
2024-12-04,Chris Williams,1.1
2024-08-10,Mark Nguyen,18.5
2024-11-22,Mark Martinez,2.6
2023-10-24,Chris Hernandez,2.2
2023-06-07,Thomas Scott,2.9
2024-04-02,Brian Gonzalez,8.3
2024-09-26,Kimberly White,4.5
2023-05-28,Chris Thompson,17.2
2023-03-13,Richard Smith,3.6
2024-12-03,Elizabeth Wright,5.4
2024-05-09,Karen Torres,5.5
2023-01-28,Elizabeth Taylor,2.4
2024-01-07,Stephanie Hill,14.0
2024-09-12,Michael Jones,7.6
2024-05-10,Maria Sanchez,8.3
2023-06-21,Jessica Taylor,3.4
2023-05-09,Mike King,2.7
2023-01-02,Christopher Lopez,3.5
2024-07-09,Paul Smith,8.7
2023-10-12,Elizabeth Wright,6.9
2024-10-25,James Hill,0.5
2024-02-16,Joseph King,1.6
2024-10-30,William Sanchez,8.5
2023-03-30,Karen Young,3.2
2023-11-20,Laura Thomas,0.7
2023-05-31,Michelle Gonzalez,4.1
2024-10-29,Richard Brown,8.5
2023-05-30,Karen Moore,1.3
2023-07-04,Robert White,7.1
2024-01-08,John Lee,9.0
2024-10-22,Matthew Hill,10.9
2023-04-18,Lisa Wilson,5.4
2024-03-05,Sarah Jackson,3.4
2024-11-03,Ashley Walker,10.9
2024-07-03,Matthew Robinson,8.5
2024-04-06,Betty Miller,17.7
2024-03-01,John Allen,5.1
2024-10-05,Chris Flores,11.3
2023-12-28,Brian Gonzalez,10.5
2023-05-28,Ashley Miller,1.4
2024-10-04,Emily Martinez,6.7
2024-05-24,John Brown,9.9
2023-04-03,Matthew Allen,16.5
2023-07-16,Amanda Robinson,5.8
2023-07-22,Mike Thomas,5.4
2024-08-20,Sarah King,1.2
2023-05-19,Mike Young,17.2
2023-08-08,Emily Jones,10.1
2024-12-07,Laura Johnson,1.7
2023-04-16,Paul Lopez,7.1
2024-10-30,Joseph White,5.9
2024-08-21,Robert Young,4.9
2023-11-18,Elizabeth Thomas,4.6
2024-10-21,Laura Clark,12.5
2023-02-01,Nancy Wilson,4.8
2024-01-17,Daniel Young,14.8
2023-07-29,Elizabeth Wright,4.4
2023-06-13,Donna Torres,9.4
2023-07-11,Kimberly Miller,3.9
2023-04-17,Kevin Wilson,8.4
2023-10-09,Linda Lopez,4.7
2024-12-15,James Nguyen,15.6
2023-04-21,Charles Clark,7.6
2023-01-15,Betty Miller,19.2
2024-10-30,Jessica Taylor,4.9
2024-05-06,Amanda Scott,9.8
2023-10-08,Kimberly White,3.2
2024-06-20,Stephanie Garcia,3.1
2024-10-04,Matthew Robinson,6.1
2024-06-05,Michelle Gonzalez,6.7
2024-06-23,Mike Williams,6.2
2024-01-03,Joseph Lopez,18.8
2024-10-18,Matthew Allen,10.0
2024-09-10,Matthew Young,2.2
2024-05-29,John Moore,2.9
2024-01-19,Robert Johnson,0.7
2023-01-15,Donna Flores,0.9
2024-08-02,Robert Young,3.7
2024-02-06,Chris Gonzalez,19.0
2023-11-15,Robert Wilson,11.0
2024-05-17,Christopher Wilson,5.9
2024-09-14,Sarah Sanchez,10.8
2024-02-13,Matthew Wright,6.3
2024-09-24,Michael Jones,3.2
2024-10-17,Betty Allen,1.9
2023-07-04,Brian Perez,0.7
2024-02-25,Lisa Clark,2.6
2023-08-23,Jane Young,3.3
2023-10-25,Jessica Taylor,4.1
2024-04-07,Laura Clark,17.4
2024-07-12,Amanda Robinson,5.1
2023-05-10,Karen Flores,1.2
2024-05-17,Robert Jones,19.4
2024-04-29,Karen Smith,4.6
2023-11-29,Elizabeth Taylor,1.1
2024-01-06,Jane Lewis,7.1
2023-10-08,Daniel Davis,11.8
2024-07-14,Ashley Garcia,7.7
2024-08-01,David Hill,10.9
2023-04-08,Kimberly Nguyen,2.4
2023-05-09,Mike King,2.8
2024-01-19,Linda Rodriguez,6.5
2023-07-09,Christopher Perez,8.0
2023-02-09,Kimberly Nguyen,2.5
2024-03-01,Emily Perez,10.4
2024-02-18,Betty Martin,3.5
2023-03-25,Linda Lopez,3.3
2024-12-20,Mark Torres,8.7
2024-01-09,Karen Flores,2.9
2024-07-18,Lisa Clark,3.9
2024-09-01,Joseph Williams,2.1
2023-06-15,Nancy Jackson,4.6
2024-09-14,Chris Thompson,14.0
2024-09-02,Betty Martin,2.8
2024-09-30,Kimberly Miller,4.4
2024-05-20,Jane Jones,6.4
2023-12-08,Michael Thomas,13.1
2024-08-18,Christopher Lee,5.8
2024-11-21,Nancy Wilson,3.3
2023-10-01,Elizabeth Taylor,2.7
2024-03-24,William Wright,4.7
2024-06-20,Kimberly White,6.2
2023-09-01,Sarah Sanchez,5.1
2023-09-07,Michael Smith,7.1
2023-12-18,Thomas Robinson,8.2
2023-02-28,Charles Clark,6.8
2023-09-23,Joshua Wilson,5.8
2023-05-26,Christopher Thomas,7.2
2024-10-16,Linda Jones,5.1
2024-04-02,Christopher Jones,4.3
2024-05-29,Mark Moore,1.4
2024-08-21,Christopher Wilson,8.5
2024-03-26,William Lopez,17.5
2024-03-10,Stephanie Thompson,4.0
2024-04-29,Jessica Taylor,3.4
2023-07-26,Laura Young,2.6
2023-05-19,John Brown,11.4
2024-08-04,Christopher Hill,12.8
2023-10-08,Nancy Harris,1.0
2024-08-06,Ashley Ramirez,1.6
2023-07-21,Laura Robinson,4.7
2023-09-14,Emily Martinez,3.3
2024-09-03,Mark Martinez,4.4
2023-05-16,Elizabeth Young,6.2
2023-09-25,Nancy Wilson,5.6
2023-01-25,Jennifer Robinson,4.9
2024-04-29,Christopher Lopez,4.6
2023-03-06,Elizabeth Nguyen,2.9
2024-01-23,Richard Wright,17.8
2024-05-08,Laura Sanchez,2.4
2024-06-11,Jennifer Robinson,4.9
2024-10-08,Jane Jones,9.5
2023-11-02,Lisa Jones,13.1
2024-12-24,Karen Davis,11.9
2024-09-06,Emily Perez,7.2
2023-05-17,James Lopez,15.1
2023-07-24,Christopher Lee,4.8
2024-12-20,Nancy Jackson,4.7
2024-06-02,Betty Smith,2.7
2024-10-03,Ashley Ramirez,2.2
2024-12-26,Mike Wright,5.2
2023-03-05,Laura Clark,17.1
2023-03-16,Stephanie Thompson,2.4
2024-08-10,Robert Thompson,5.5
2024-02-04,Matthew Hill,5.8
2024-01-04,Jane Jones,10.9
2023-10-20,William Wright,2.2
2024-04-02,Christopher Johnson,1.8
2023-09-04,Karen Young,6.1
2023-07-08,Richard Smith,2.0
2024-12-29,Thomas Hill,7.2
2024-05-20,Joseph King,2.9
2023-10-29,John Johnson,8.0
2024-11-13,Thomas Robinson,9.3
2024-08-10,David Smith,3.3
2024-03-11,Linda Jones,11.5
2023-08-20,Karen Moore,1.6
2023-12-18,Mike King,3.0
2023-02-04,Ashley Walker,6.0
2023-03-18,Kevin Taylor,13.9
2023-10-08,Robert Johnson,1.2
2023-04-14,Sarah King,2.2
2023-04-28,Karen Torres,6.1
2024-07-16,Sarah Wright,4.2
2023-12-17,Robert Thompson,11.9
2023-05-17,John Allen,4.0
2024-12-13,Nancy Wilson,5.4
2024-06-04,Stephanie Davis,2.6
2023-09-08,Emily Jones,9.4
2023-05-17,John Brown,7.1
2024-04-20,Daniel Davis,6.1
2023-05-28,Elizabeth Gonzalez,3.2
2023-07-12,Christopher Johnson,1.2
2023-12-02,Thomas Scott,2.4
2023-05-10,Mark Lewis,19.3
2023-12-15,Karen Flores,2.4
2023-05-10,John Moore,5.0
2023-07-18,Matthew Robinson,6.8
2024-06-23,Matthew Allen,10.0
2024-06-16,Robert Young,4.4
2024-10-18,Thomas Scott,2.8
2023-12-24,Brian Gonzalez,9.4
2023-09-16,Lisa Jones,17.6
2024-09-14,Betty Lewis,3.4
2023-02-01,Joseph King,3.8
2024-05-10,Christopher Johnson,1.6
2023-10-01,Mark Lewis,11.4
2023-03-20,Amanda Hill,1.8
2023-10-25,Daniel Davis,5.0
2024-11-26,William Lopez,16.0
2024-01-30,Lisa Wilson,6.1
2024-02-22,Karen Flores,0.9
2024-07-24,Robert Jones,11.1
2023-03-10,James Hill,2.0
2024-11-18,Matthew Wright,12.0
2023-09-06,Betty Lewis,7.0
2024-08-08,Daniel Davis,8.0
2024-01-01,Mark Martinez,4.9
2023-07-06,Joshua Harris,12.1
2023-06-08,Chris Thompson,8.7
2024-02-04,William Torres,6.2
2024-08-20,Stephanie Garcia,3.9
2023-03-09,Robert Wilson,5.8
2024-01-07,Ashley Miller,0.8
2024-10-08,Christopher Lee,3.6
2024-05-02,Michael Taylor,2.6
2023-09-11,Karen Davis,11.2
2024-09-10,Mark Moore,0.6
2024-11-05,Emily Martinez,3.9
2023-04-08,Lisa Martinez,5.3
2024-10-31,Sarah Sanchez,9.3
2023-05-03,John Nguyen,15.2
2024-12-03,Betty Lewis,7.4
2024-10-21,Joseph Hernandez,2.7
2024-01-21,Daniel Young,13.5
2023-05-07,Matthew Allen,11.3
2024-05-17,Stephanie Scott,5.2
2024-11-03,Richard Smith,3.8
2024-08-14,Maria Walker,3.6
2024-05-31,Michael Thomas,9.5
2023-03-14,Michael Thomas,18.4
2024-10-04,John Moore,4.2
2023-11-14,Betty Sanchez,2.4
2023-05-21,Mike Sanchez,2.5
2023-01-10,Chris Ramirez,4.8
2024-05-23,Elizabeth Nguyen,1.8
2023-08-29,Stephanie Scott,4.0
2024-05-03,Mike Williams,4.3
2024-06-19,Mark Walker,8.3
2024-03-25,Michelle Ramirez,3.4
2024-08-26,Robert Jones,17.6
2023-03-31,Joseph King,2.7
2023-03-03,Richard Brown,8.6
2024-03-05,Betty Sanchez,4.6
2024-11-16,Mark Moore,2.2
2024-12-07,Elizabeth Thompson,1.4
2024-12-29,Thomas Wilson,0.6
2024-02-05,William Sanchez,10.3
2024-02-15,Betty Smith,2.9
2023-03-15,Ashley Davis,6.9
2024-11-20,Christopher Thomas,8.3
2023-08-07,Robert Jones,15.8
2024-11-24,Mark Rodriguez,2.7
2023-03-27,Christopher Johnson,1.5
2024-01-04,Richard Smith,2.0
2023-12-14,Joseph King,2.0
2023-08-16,Daniel Davis,9.6
2023-03-27,Joshua Nguyen,8.0
2024-11-20,Linda Rodriguez,9.2
2024-02-14,Thomas Rodriguez,6.8
2024-08-07,Ashley Garcia,6.1
2024-11-24,Donna White,4.0
2024-04-27,Emily Martinez,7.1
2023-05-30,David Smith,7.3
2023-02-22,Thomas Hill,5.0
2023-09-29,Matthew Rodriguez,2.2
2024-01-07,Karen Smith,1.8
2023-08-05,David Johnson,10.7
2024-11-07,Amy King,6.9
2024-05-26,Michael Allen,1.2
2024-10-24,Mark Martinez,1.5
2024-10-29,Betty Martin,4.9
2024-11-28,John Lee,8.1
2023-04-06,Elizabeth Thomas,8.0
2024-10-13,Jennifer Garcia,4.9
2024-03-14,Amanda Scott,10.2
2023-08-08,Jennifer Robinson,3.3
2023-03-31,David Johnson,11.4
2024-09-24,Mark Torres,16.8
2023-07-30,Michael Robinson,14.8
2023-11-06,Joseph King,1.9
2024-05-24,Laura Young,1.0
2023-03-10,Stephanie Thompson,2.3
2024-05-15,Ashley Walker,6.0
2024-05-13,Joshua Taylor,7.7
2023-03-23,Jessica Taylor,4.5
2023-02-07,Richard Ramirez,2.5
2023-11-22,Stephanie Hill,9.9
2024-11-17,Michelle Ramirez,3.1
2023-07-08,Robert Jones,14.3
2023-12-02,David Smith,4.9
2023-05-04,Christopher Thomas,5.4
2023-02-10,Christopher Perez,9.9
2024-02-03,Paul Lopez,7.6
2024-04-15,Mark Moore,2.8
2024-08-03,Maria Williams,3.6
2024-02-20,Mark Anderson,3.6
2024-02-04,Chris Gonzalez,15.9
2024-02-24,Amanda Hill,1.1
2023-04-10,Nancy Jackson,4.9
2024-05-16,Kevin Taylor,13.4
2024-06-07,Richard Smith,1.8
2023-04-30,Donna Flores,2.5
2024-08-15,Elizabeth Wright,4.0
2024-03-17,Laura Lewis,5.3
2023-05-23,Jennifer Robinson,1.9
2024-10-20,Stephanie Hill,19.3
2024-08-12,Christopher Jones,1.6
2024-09-16,Christopher Jones,2.8
2023-03-07,Matthew Wright,7.5
2023-03-25,Betty Rodriguez,16.5
2024-08-11,Elizabeth Gonzalez,5.0
2024-08-08,Kimberly Nguyen,1.5
2024-10-30,John Johnson,5.4
2024-11-29,Nancy Wilson,3.8
2024-04-12,Elizabeth Nguyen,1.1
2023-11-07,Sarah King,1.7
2024-06-27,Elizabeth Gonzalez,4.2
2023-10-11,Jane Lewis,3.5
2023-12-25,Laura Brown,4.0
2023-10-16,John Brown,7.3
2023-06-01,Maria Sanchez,11.4
2023-02-21,Sarah King,1.9
2024-01-22,Joseph White,10.0
2024-08-24,Jessica Thomas,9.5
2023-08-25,Maria Williams,4.9
2023-02-15,Donna Flores,2.4
2023-12-27,Amy King,8.3
2023-10-21,Elizabeth Taylor,0.9
2023-01-08,Mike Wright,4.8
2023-10-16,Michelle Gonzalez,4.8
2024-10-31,Thomas Hill,5.5
2023-01-28,Jessica Taylor,2.9
2023-08-15,Daniel Davis,10.7
2024-01-24,Robert Johnson,1.1
2024-06-29,Kevin Taylor,9.9
2024-05-23,Joseph Hernandez,3.9
2024-03-16,Kimberly Nguyen,1.3
2023-04-16,Richard Smith,4.0
2024-09-03,Nancy Wilson,6.1
2024-03-08,Michael Allen,2.6
2024-02-08,Joseph White,9.9
2023-04-21,Emily Martinez,4.8
2024-06-08,Lisa Jones,17.8
2024-03-29,Betty Rodriguez,13.8
2023-02-05,Elizabeth Thomas,6.2
2024-01-24,Mark Scott,3.6
2024-11-23,Thomas Scott,0.7
2024-11-12,Sarah Harris,4.1
2024-06-22,Betty Allen,1.8
2023-04-29,Matthew Robinson,7.8
2024-07-23,William Lewis,5.6
2023-01-20,Chris Thompson,18.9
2024-11-12,Betty Sanchez,5.0
2023-01-06,Amanda Hill,2.3
2024-04-10,Joshua Harris,17.4
2023-01-04,Michael Smith,4.8
2023-07-17,Elizabeth Young,7.7
2023-07-03,Joseph Hernandez,3.5
2024-04-15,Joseph Hernandez,3.6
2023-02-22,Betty Rodriguez,11.0
2024-12-27,Paul Taylor,15.7
2024-09-12,Nancy Harris,2.3
2023-08-06,Kevin Taylor,16.3
2023-12-23,Kimberly Nguyen,2.3
2023-10-28,Chris Ramirez,3.4
2024-04-25,Robert Thompson,6.9
2023-08-14,Michelle Ramirez,4.9
2023-01-18,Ashley Walker,5.2
2024-05-11,Kevin Taylor,10.7
2024-03-01,Michelle Ramirez,3.9
2024-06-19,Karen Davis,8.3
2023-08-27,Kimberly Robinson,3.8
2023-12-19,Amanda Scott,7.8
2024-08-19,Kimberly Robinson,7.9
2024-07-05,David Thomas,15.6
2024-04-14,Maria Walker,1.9
2024-11-06,Kimberly Robinson,4.6
2024-05-09,Elizabeth Sanchez,19.6
2024-03-04,Ashley Miller,1.6
2024-10-31,Amanda Hill,1.7
2024-10-22,David Smith,6.4
2023-02-21,Betty Smith,0.8
2023-09-01,Jessica Taylor,2.1
2024-12-15,Sarah Harris,4.1
2023-10-25,Elizabeth Sanchez,16.8
2023-08-13,Richard Brown,8.2
2024-11-12,Charles Clark,7.0
2023-02-12,Charles Clark,3.3
2023-11-07,Michael Thomas,11.3
2024-05-11,Christopher Thomas,9.8
2024-09-23,Elizabeth Torres,16.7
2023-08-14,Christopher Hill,11.6
2023-12-29,Betty Sanchez,3.8
2024-02-28,Joshua Wilson,3.8
2023-12-31,Ashley Walker,11.9
2024-10-20,Mark Jones,5.5
2023-05-11,Michelle Hernandez,5.9
2024-06-20,Paul Lopez,3.4
2024-06-01,Mark Walker,9.0
2023-09-16,Kevin Wilson,8.9
2024-04-22,Stephanie Garcia,1.5
2023-09-18,Robert Wilson,10.5
2024-12-25,Thomas Wilson,0.6
2024-07-07,Michael Robinson,13.6
2024-09-19,Karen Sanchez,12.8
2023-04-21,John Nguyen,16.8
2023-05-31,Charles Clark,5.1
2023-02-08,William Lopez,11.4
2024-09-20,Matthew Hill,10.2
2024-09-12,Lisa Clark,2.7
2023-06-22,David Hill,12.8
2024-02-16,Chris Flores,16.7
2024-10-19,Donna Flores,0.7
2023-04-28,Elizabeth Thompson,2.7
2024-06-16,Mark Anderson,5.3
2023-06-20,Jessica Thomas,5.7
2023-03-01,Betty Sanchez,3.3
2023-03-21,Michael Jones,5.2
2024-10-07,Laura Johnson,2.4
2023-01-19,Kevin White,8.7
2024-01-08,Thomas Rodriguez,4.0
2023-06-17,Sarah Harris,4.6
2024-04-03,Karen Flores,1.8
2023-12-10,James Lopez,10.3
2024-02-24,Christopher Perez,8.0
2024-12-13,Robert Wilson,10.7
2024-06-15,Donna Young,10.5
2024-03-07,Laura Sanchez,2.7
2023-06-03,Daniel Young,9.5
2024-05-27,Mark Nguyen,13.5
2024-10-05,Charles Clark,6.4
2023-12-06,Mark Jones,11.6
2024-06-27,Matthew Wright,7.8
2024-06-02,Michael Martinez,8.2
2024-11-01,Chris White,12.5
2024-05-19,Elizabeth Thompson,2.8
2023-07-06,Mark Torres,17.4
2023-04-19,Amy Brown,6.2
2024-01-31,Lisa Wilson,7.4
2024-09-05,Karen Moore,0.7
2024-10-17,Joshua Harris,8.1
2024-04-23,Laura Clark,18.3
2023-05-27,Laura Thomas,0.6
2023-05-09,Michelle Ramirez,4.9
2024-08-07,Michael Martinez,5.6
2023-04-20,Betty Lewis,5.9
2023-03-19,Jane Jones,9.2
2023-07-15,Emily Jones,8.2
2024-04-15,Christopher Lee,3.7
2023-02-22,Michael King,9.0
2023-12-14,Karen Davis,18.6
2023-09-18,Emily Martinez,4.3
2023-11-09,Emily Jones,6.3
2024-03-23,Mike White,7.6
2024-04-23,Stephanie Thompson,4.2
2023-10-11,Robert Johnson,2.5
2024-12-15,Mark Jones,5.2
2024-07-11,Maria Sanchez,10.3
2023-05-03,Thomas Robinson,11.5
2024-10-05,Joseph Williams,4.6
2023-10-30,Amanda Hill,0.5
2024-10-05,Elizabeth Thompson,2.3
2023-03-06,Kevin Wilson,6.6
2023-07-27,Mark Jones,9.0
2023-04-20,Amanda Scott,11.1
2024-02-10,Paul Lopez,4.6
2023-02-12,Joseph Lopez,10.3
2023-06-12,Chris Hernandez,4.3
2023-04-03,Nancy Jackson,3.1
2024-02-13,David Robinson,11.6
2023-09-13,John Johnson,6.1
2024-10-30,Matthew Rodriguez,2.9
2023-03-26,Robert Jones,11.5
2024-02-06,Stephanie Hill,18.6
2024-01-22,Donna Torres,5.5
2023-08-02,Lisa Clark,4.3
2024-04-25,Mark Martinez,3.2
2024-05-05,Daniel Davis,10.9
2024-06-20,Mark Jones,5.5
2023-10-10,Elizabeth Wright,6.5
2023-09-24,Donna White,4.3
2023-06-01,Betty Miller,17.8
2023-05-18,Karen Moore,2.8
2023-11-10,Michael King,10.1
2024-12-29,Christopher Jones,3.8
2023-10-02,Matthew Young,1.7
2024-06-22,William Wright,1.7
2023-03-01,Sarah Jackson,5.0
2023-09-03,Michael Allen,2.2
2023-04-26,Joseph Lopez,13.0
2024-09-08,Sarah Sanchez,11.1
2023-09-03,David Smith,5.7
2024-12-03,Elizabeth Thomas,7.4
2023-08-16,Elizabeth Thompson,2.0
2023-04-30,Elizabeth Wright,7.7
2024-05-14,Ashley Walker,7.9
2023-12-23,Betty Martin,2.0
2024-10-13,Elizabeth Nguyen,0.6
2024-10-15,Christopher Thomas,5.9
2023-03-31,Mike Wright,6.0
2023-04-19,Chris White,14.0
2023-02-12,John Lee,10.0
2023-11-21,Donna Young,9.3
2023-07-25,Christopher Jones,4.9
2023-06-24,Emily Perez,6.9
2023-07-21,David Smith,4.2
2024-10-25,Mark Nguyen,9.1
2024-04-15,Michael Allen,2.9
2024-04-18,Thomas Robinson,11.9
2023-06-25,Robert White,3.1
2023-04-09,Mark Walker,19.9
2023-07-24,Matthew Rodriguez,1.5
2023-09-17,Jane Lewis,3.5
2023-11-30,Robert Ramirez,5.4
2023-06-19,Mike Thomas,4.1
2024-03-03,Laura Clark,8.1
2024-03-21,Matthew Robinson,7.7
2024-12-27,Linda Lopez,4.6
2024-12-24,Jessica Thomas,5.1
2024-08-31,Stephanie Davis,0.9
2024-10-04,Christopher Thomas,6.3
2024-08-07,Brian Perez,0.6
2023-02-07,Jane Young,3.4
2024-12-02,Sarah Jackson,7.0
2024-05-29,Ashley Miller,3.0
2023-09-30,Brian Gonzalez,6.2
2024-06-09,David Thomas,12.3
2024-10-16,Michelle Gonzalez,4.7
2024-12-14,Karen Moore,1.1
2023-08-16,Elizabeth Wright,7.2
2023-02-18,Mark Martinez,2.5
2024-03-30,Mark Scott,4.8
2024-07-16,David Smith,4.4
2023-01-21,John Brown,10.8
2023-05-17,Betty Martin,2.5
2023-02-10,Elizabeth Gonzalez,6.2
2024-07-31,Joseph Hernandez,3.1
2024-06-29,Laura Robinson,4.5
2023-12-26,Michael Taylor,1.8
2023-02-18,Karen Williams,7.7
2024-08-06,Betty Smith,1.8
2024-06-25,Mark Jones,9.4
2023-06-10,William Smith,1.1
2024-01-15,Lisa Clark,2.2
2023-08-25,Matthew Hill,6.7
2024-02-05,Sarah Sanchez,8.6
2023-08-12,Michael Martinez,6.4
2023-05-21,Chris Hernandez,3.3
2024-06-20,Amanda Robinson,7.1
2024-10-09,Chris Williams,2.9
2024-04-22,Michael Allen,2.4
2023-05-01,Michael Martinez,8.8
2023-01-05,Thomas Rodriguez,6.1
2023-12-29,Mike Sanchez,1.2
2023-08-10,Mike Sanchez,2.0
2024-11-03,Mark Lewis,10.0
2023-10-12,Laura Brown,3.8
2023-07-17,Laura Clark,9.4
2024-07-22,Jennifer Garcia,1.6
2024-04-25,Daniel Young,16.4
2024-11-13,Robert Thompson,7.8
2024-05-02,Mike Thomas,6.1
2024-08-21,Laura Young,2.9
2024-01-26,Thomas Hill,6.7
2024-10-03,Mike Williams,7.9
2023-01-27,Mike King,2.0
2023-07-06,Elizabeth Young,4.2
2023-11-12,Matthew Rodriguez,1.4
2024-01-20,Betty Allen,0.8
2024-03-07,Robert White,3.0
2023-10-18,William Sanchez,10.3
2023-10-15,Laura Young,1.2
2024-05-14,William Sanchez,9.2
2023-04-17,Karen Sanchez,13.7
2023-03-01,Jane Lewis,5.4
2024-09-08,Thomas Scott,0.6
2023-12-01,Betty Rodriguez,10.6
2024-11-08,Emily Martinez,7.1
2023-05-13,John Lee,11.0
2023-09-25,Michael Jones,3.1
2023-08-10,Mike Thomas,3.4
2024-11-16,Joseph White,8.1
2024-02-17,Kevin Wilson,10.9
2023-04-27,David Smith,3.4
2024-06-07,Laura Robinson,4.0
2024-04-19,Linda Lopez,4.3
2023-08-18,John Johnson,11.8
2024-10-14,Karen Smith,2.2
2023-01-16,James Hill,0.7
2023-03-09,Chris Thompson,12.3
2023-08-03,Mike Wright,3.2
2024-07-31,Matthew Allen,10.3
2024-01-25,Maria Williams,3.4
2023-10-11,Elizabeth Gonzalez,5.3
2023-12-15,Paul Taylor,17.6
2023-05-22,Betty Sanchez,4.6
2024-12-12,John Lee,7.5
2024-03-07,Laura Robinson,3.6
2024-01-28,Chris Thompson,13.3
2023-01-07,David Johnson,8.2
2023-08-24,Amanda Hill,2.4
2023-06-07,Mark Jones,7.2
2024-01-15,John Johnson,5.2
2024-06-08,Karen Moore,1.8
2023-04-22,Ashley Miller,2.0
2024-04-01,Lisa Wilson,5.9
2023-05-20,Emily Martinez,6.7
2023-01-08,Joshua Wilson,3.4
2024-09-29,Michael Smith,6.8
2023-10-27,Amanda Robinson,5.6
2023-10-01,Thomas Rodriguez,4.4
2023-06-25,Robert Jones,16.0
2024-01-03,John Johnson,8.0
2024-03-27,Mike Thomas,3.6
2023-04-20,Chris Ramirez,3.9
2024-10-23,Paul Lopez,6.9
2023-09-24,Sarah King,1.7
2024-09-03,Maria Walker,2.1
2024-09-18,Amanda Allen,9.2
2023-09-11,Christopher Perez,8.2
2023-11-01,Thomas Wilson,1.8
2024-04-22,Betty Rodriguez,15.2
2024-02-22,Michael Thomas,8.6
2023-02-14,Donna Torres,5.3
2023-09-09,Elizabeth Martin,2.9
2023-01-26,Ashley Miller,0.9
2023-08-16,Chris Flores,16.5
2024-02-26,Karen Moore,2.7
2023-10-15,Linda Lopez,5.0
2024-05-05,Robert Ramirez,5.0
2024-07-03,Joseph Lopez,14.4
2024-02-10,Christopher Johnson,2.1
2023-12-22,Karen Smith,4.4
2023-09-16,Michael Thomas,9.7
2023-04-11,Michael Martinez,5.2
2023-03-06,Sarah King,2.5
2024-12-09,David Johnson,8.2
2024-06-03,Chris Williams,1.1
2023-08-18,Stephanie Davis,1.0
2024-02-27,Michael Thomas,9.8
2023-11-19,Ashley Ramirez,1.4
2024-06-12,Karen Moore,1.5
2024-11-26,Ashley Miller,1.4
2024-07-21,Karen Moore,1.4
2023-04-14,Mark Martinez,1.7
2024-03-15,Michelle Gonzalez,4.6
2024-10-11,Brian Perez,0.9
2024-11-01,Laura Sanchez,3.3
2023-07-02,Lisa Clark,4.7
2023-12-12,Laura Sanchez,3.0
2024-04-04,Emily Martinez,7.0
2023-05-24,Elizabeth Gonzalez,7.2
2024-03-17,Mark Jones,10.5
2023-05-24,Mike White,7.3
2023-11-15,Maria Williams,5.1
2024-12-04,Stephanie Hill,11.0
2024-07-01,Michael Robinson,19.5
2023-09-17,Elizabeth Wright,3.3
2023-02-15,Michael Robinson,9.5
2024-03-02,Thomas Rodriguez,7.3
2023-05-26,Emily Martinez,6.8
2023-11-10,Mark Scott,3.6
2024-08-11,Stephanie Scott,7.5
2024-08-04,Emily Jones,7.3
2024-09-24,Lisa Jones,9.0
2024-11-13,Maria Williams,5.6
2023-08-05,Amy King,8.5
2024-05-30,Nancy Wilson,6.9
2024-06-22,Stephanie Davis,2.6
2023-11-08,Mark Nguyen,16.4
2024-04-25,Chris Hernandez,4.2
2023-12-02,Elizabeth Thompson,2.5
2024-12-29,Betty Allen,2.0
2023-01-28,Sarah Sanchez,10.1
2023-04-04,Christopher Lee,5.4
2024-04-05,Jane Lewis,5.8
2023-08-08,Karen Smith,3.6
2024-10-19,Mark Rodriguez,2.0
2024-07-23,Joshua Nguyen,9.2
2023-07-07,Laura Sanchez,4.7
2024-02-02,Joseph Gonzalez,12.3
2024-01-21,Richard Ramirez,2.9
2024-05-04,Sarah Jackson,7.1
2023-06-15,Mark Rodriguez,0.6
2024-08-13,Donna White,2.8
2024-09-17,Jessica Wright,11.5
2024-01-16,Ashley Garcia,10.0
2023-05-06,Kimberly Miller,1.7
2024-02-05,Richard Brown,8.5
2024-02-09,Kimberly Miller,3.8
